dt_iso,humidity,temp,rain,dummy,rain_yesterday,rain_2d_ago,rain_3d_ago,rain_4d_ago,rain_5d_ago,rain_6d_ago,rain_7d_ago,temp_yesterday,humidity_yesterday
1988-01-17 00:00:00+00:00,84.04166667,22.2525,3.38,1,1.3,0.67,0,0,0,1.07,5.08,22.72583333,84.5
1988-01-18 00:00:00+00:00,82.20833333,20.99708333,3.34,1,3.38,1.3,0.67,0,0,0,1.07,22.2525,84.04166667
1988-01-19 00:00:00+00:00,84.625,19.5975,0.44,1,3.34,3.38,1.3,0.67,0,0,0,20.99708333,82.20833333
1988-01-20 00:00:00+00:00,82.16666667,21.29125,0,0,0.44,3.34,3.38,1.3,0.67,0,0,19.5975,84.625
1988-01-21 00:00:00+00:00,85.45833333,22.36458333,0,0,0,0.44,3.34,3.38,1.3,0.67,0,21.29125,82.16666667
1988-01-22 00:00:00+00:00,86.58333333,23.48916667,0,0,0,0,0.44,3.34,3.38,1.3,0.67,22.36458333,85.45833333
1988-01-23 00:00:00+00:00,88.45833333,24.02916667,1.25,1,0,0,0,0.44,3.34,3.38,1.3,23.48916667,86.58333333
1988-01-24 00:00:00+00:00,91.125,23.56208333,0,0,1.25,0,0,0,0.44,3.34,3.38,24.02916667,88.45833333
1988-01-25 00:00:00+00:00,88,23.77208333,0,0,0,1.25,0,0,0,0.44,3.34,23.56208333,91.125
1988-01-26 00:00:00+00:00,89.29166667,23.69625,0,0,0,0,1.25,0,0,0,0.44,23.77208333,88
1988-01-27 00:00:00+00:00,86.625,23.88,0.96,1,0,0,0,1.25,0,0,0,23.69625,89.29166667
1988-01-28 00:00:00+00:00,92.125,23.86,2.63,1,0.96,0,0,0,1.25,0,0,23.88,86.625
1988-01-29 00:00:00+00:00,87.54166667,24.38125,0,0,2.63,0.96,0,0,0,1.25,0,23.86,92.125
1988-01-30 00:00:00+00:00,84.83333333,24.18958333,0.39,1,0,2.63,0.96,0,0,0,1.25,24.38125,87.54166667
1988-01-31 00:00:00+00:00,88.375,23.94791667,0.26,1,0.39,0,2.63,0.96,0,0,0,24.18958333,84.83333333
1988-02-01 00:00:00+00:00,90.25,23.64583333,0,0,0.26,0.39,0,2.63,0.96,0,0,23.94791667,88.375
1988-02-02 00:00:00+00:00,87.20833333,23.67958333,0,0,0,0.26,0.39,0,2.63,0.96,0,23.64583333,90.25
1988-02-03 00:00:00+00:00,84.375,23.66416667,0,0,0,0,0.26,0.39,0,2.63,0.96,23.67958333,87.20833333
1988-02-04 00:00:00+00:00,85.79166667,23.90583333,0,0,0,0,0,0.26,0.39,0,2.63,23.66416667,84.375
1988-02-05 00:00:00+00:00,88.16666667,24.21208333,0,0,0,0,0,0,0.26,0.39,0,23.90583333,85.79166667
1988-02-06 00:00:00+00:00,87.95833333,24.67166667,0,0,0,0,0,0,0,0.26,0.39,24.21208333,88.16666667
1988-02-07 00:00:00+00:00,87.08333333,24.93375,0,0,0,0,0,0,0,0,0.26,24.67166667,87.95833333
1988-02-08 00:00:00+00:00,90.16666667,24.33208333,2.89,1,0,0,0,0,0,0,0,24.93375,87.08333333
1988-02-09 00:00:00+00:00,87.04166667,24.22916667,1.07,1,2.89,0,0,0,0,0,0,24.33208333,90.16666667
1988-02-10 00:00:00+00:00,87,23.19125,4.36,1,1.07,2.89,0,0,0,0,0,24.22916667,87.04166667
1988-02-11 00:00:00+00:00,87.79166667,22.39541667,16.98,1,4.36,1.07,2.89,0,0,0,0,23.19125,87
1988-02-12 00:00:00+00:00,86.04166667,22.54375,2.2,1,16.98,4.36,1.07,2.89,0,0,0,22.39541667,87.79166667
1988-02-13 00:00:00+00:00,82.29166667,22.94958333,0,0,2.2,16.98,4.36,1.07,2.89,0,0,22.54375,86.04166667
1988-02-14 00:00:00+00:00,84.875,23.1525,1.51,1,0,2.2,16.98,4.36,1.07,2.89,0,22.94958333,82.29166667
1988-02-15 00:00:00+00:00,85.83333333,23.06416667,0.42,1,1.51,0,2.2,16.98,4.36,1.07,2.89,23.1525,84.875
1988-02-16 00:00:00+00:00,88.33333333,23.34125,2.22,1,0.42,1.51,0,2.2,16.98,4.36,1.07,23.06416667,85.83333333
1988-02-17 00:00:00+00:00,89.79166667,22.35041667,21.67,1,2.22,0.42,1.51,0,2.2,16.98,4.36,23.34125,88.33333333
1988-02-18 00:00:00+00:00,88.875,21.41958333,29.52,1,21.67,2.22,0.42,1.51,0,2.2,16.98,22.35041667,89.79166667
1988-02-19 00:00:00+00:00,86.08333333,21.33625,7.28,1,29.52,21.67,2.22,0.42,1.51,0,2.2,21.41958333,88.875
1988-02-20 00:00:00+00:00,88.125,20.8975,11.05,1,7.28,29.52,21.67,2.22,0.42,1.51,0,21.33625,86.08333333
1988-02-21 00:00:00+00:00,87.04166667,21.82333333,4.59,1,11.05,7.28,29.52,21.67,2.22,0.42,1.51,20.8975,88.125
1988-02-22 00:00:00+00:00,91.95833333,22.29375,0.76,1,4.59,11.05,7.28,29.52,21.67,2.22,0.42,21.82333333,87.04166667
1988-02-23 00:00:00+00:00,93.83333333,22.92333333,4.6,1,0.76,4.59,11.05,7.28,29.52,21.67,2.22,22.29375,91.95833333
1988-02-24 00:00:00+00:00,93.29166667,23.47,3.74,1,4.6,0.76,4.59,11.05,7.28,29.52,21.67,22.92333333,93.83333333
1988-02-25 00:00:00+00:00,94.875,23.70666667,0.5,1,3.74,4.6,0.76,4.59,11.05,7.28,29.52,23.47,93.29166667
1988-02-26 00:00:00+00:00,90.29166667,24.46416667,0,0,0.5,3.74,4.6,0.76,4.59,11.05,7.28,23.70666667,94.875
1988-02-27 00:00:00+00:00,91.83333333,24.57,0,0,0,0.5,3.74,4.6,0.76,4.59,11.05,24.46416667,90.29166667
1988-02-28 00:00:00+00:00,91.75,24.48541667,0,0,0,0,0.5,3.74,4.6,0.76,4.59,24.57,91.83333333
1988-02-29 00:00:00+00:00,90.25,24.90333333,0,0,0,0,0,0.5,3.74,4.6,0.76,24.48541667,91.75
1988-03-01 00:00:00+00:00,92.25,24.51041667,0.13,1,0,0,0,0,0.5,3.74,4.6,24.90333333,90.25
1988-03-02 00:00:00+00:00,86.58333333,23.12541667,1.88,1,0.13,0,0,0,0,0.5,3.74,24.51041667,92.25
1988-03-03 00:00:00+00:00,84.08333333,22.33875,1.5,1,1.88,0.13,0,0,0,0,0.5,23.12541667,86.58333333
1988-03-04 00:00:00+00:00,89.58333333,21.74458333,7.31,1,1.5,1.88,0.13,0,0,0,0,22.33875,84.08333333
1988-03-05 00:00:00+00:00,88.45833333,21.42125,13.61,1,7.31,1.5,1.88,0.13,0,0,0,21.74458333,89.58333333
1988-03-06 00:00:00+00:00,90.83333333,21.91041667,26.57,1,13.61,7.31,1.5,1.88,0.13,0,0,21.42125,88.45833333
1988-03-07 00:00:00+00:00,89.45833333,21.15708333,33.04,1,26.57,13.61,7.31,1.5,1.88,0.13,0,21.91041667,90.83333333
1988-03-08 00:00:00+00:00,89.29166667,21.2025,19.5,1,33.04,26.57,13.61,7.31,1.5,1.88,0.13,21.15708333,89.45833333
1988-03-09 00:00:00+00:00,83.875,21.24125,4.43,1,19.5,33.04,26.57,13.61,7.31,1.5,1.88,21.2025,89.29166667
1988-03-10 00:00:00+00:00,83.79166667,22.12291667,0,0,4.43,19.5,33.04,26.57,13.61,7.31,1.5,21.24125,83.875
1988-03-11 00:00:00+00:00,87.95833333,23.79166667,0,0,0,4.43,19.5,33.04,26.57,13.61,7.31,22.12291667,83.79166667
1988-03-12 00:00:00+00:00,89.79166667,24.69541667,0,0,0,0,4.43,19.5,33.04,26.57,13.61,23.79166667,87.95833333
1988-03-13 00:00:00+00:00,85.41666667,25.13958333,0,0,0,0,0,4.43,19.5,33.04,26.57,24.69541667,89.79166667
1988-03-14 00:00:00+00:00,88.20833333,26.03958333,0,0,0,0,0,0,4.43,19.5,33.04,25.13958333,85.41666667
1988-03-15 00:00:00+00:00,88.25,25.7575,0,0,0,0,0,0,0,4.43,19.5,26.03958333,88.20833333
1988-03-16 00:00:00+00:00,87.20833333,25.41,0,0,0,0,0,0,0,0,4.43,25.7575,88.25
1988-03-17 00:00:00+00:00,83.75,25.57541667,0,0,0,0,0,0,0,0,0,25.41,87.20833333
1988-03-18 00:00:00+00:00,86.79166667,23.69125,0.26,1,0,0,0,0,0,0,0,25.57541667,83.75
1988-03-19 00:00:00+00:00,88.91666667,23.64333333,0,0,0.26,0,0,0,0,0,0,23.69125,86.79166667
1988-03-20 00:00:00+00:00,84.79166667,24.3825,0,0,0,0.26,0,0,0,0,0,23.64333333,88.91666667
1988-03-21 00:00:00+00:00,83.375,25.39125,0,0,0,0,0.26,0,0,0,0,24.3825,84.79166667
1988-03-22 00:00:00+00:00,88.95833333,24.50125,0,0,0,0,0,0.26,0,0,0,25.39125,83.375
1988-03-23 00:00:00+00:00,84.83333333,24.73916667,0.48,1,0,0,0,0,0.26,0,0,24.50125,88.95833333
1988-03-24 00:00:00+00:00,86.70833333,24.24791667,0,0,0.48,0,0,0,0,0.26,0,24.73916667,84.83333333
1988-03-25 00:00:00+00:00,88.25,24.18875,0,0,0,0.48,0,0,0,0,0.26,24.24791667,86.70833333
1988-03-26 00:00:00+00:00,89.625,24.47916667,0.12,1,0,0,0.48,0,0,0,0,24.18875,88.25
1988-03-27 00:00:00+00:00,85,25.79625,0,0,0.12,0,0,0.48,0,0,0,24.47916667,89.625
1988-03-28 00:00:00+00:00,82.16666667,26.89416667,0,0,0,0.12,0,0,0.48,0,0,25.79625,85
1988-03-29 00:00:00+00:00,85.75,26.60875,0,0,0,0,0.12,0,0,0.48,0,26.89416667,82.16666667
1988-03-30 00:00:00+00:00,85.41666667,24.15916667,0.31,1,0,0,0,0.12,0,0,0.48,26.60875,85.75
1988-03-31 00:00:00+00:00,86.33333333,23.64166667,0.59,1,0.31,0,0,0,0.12,0,0,24.15916667,85.41666667
1988-04-01 00:00:00+00:00,86.41666667,23.93833333,0,0,0.59,0.31,0,0,0,0.12,0,23.64166667,86.33333333
1988-04-02 00:00:00+00:00,87.04166667,24.46041667,0,0,0,0.59,0.31,0,0,0,0.12,23.93833333,86.41666667
1988-04-03 00:00:00+00:00,87.20833333,24.33166667,0,0,0,0,0.59,0.31,0,0,0,24.46041667,87.04166667
1988-04-04 00:00:00+00:00,85.25,25.3575,0,0,0,0,0,0.59,0.31,0,0,24.33166667,87.20833333
1988-04-05 00:00:00+00:00,81.375,26.43083333,0,0,0,0,0,0,0.59,0.31,0,25.3575,85.25
1988-04-06 00:00:00+00:00,85,26.53666667,0,0,0,0,0,0,0,0.59,0.31,26.43083333,81.375
1988-04-07 00:00:00+00:00,81.54166667,25.03708333,0.57,1,0,0,0,0,0,0,0.59,26.53666667,85
1988-04-08 00:00:00+00:00,78.58333333,22.78458333,3.83,1,0.57,0,0,0,0,0,0,25.03708333,81.54166667
1988-04-09 00:00:00+00:00,76.83333333,23.64708333,1.64,1,3.83,0.57,0,0,0,0,0,22.78458333,78.58333333
1988-04-10 00:00:00+00:00,90.54166667,24.32,0.11,1,1.64,3.83,0.57,0,0,0,0,23.64708333,76.83333333
1988-04-11 00:00:00+00:00,88.375,25.58958333,0,0,0.11,1.64,3.83,0.57,0,0,0,24.32,90.54166667
1988-04-12 00:00:00+00:00,86.91666667,24.90958333,19.27,1,0,0.11,1.64,3.83,0.57,0,0,25.58958333,88.375
1988-04-13 00:00:00+00:00,86,24.36166667,4.47,1,19.27,0,0.11,1.64,3.83,0.57,0,24.90958333,86.91666667
1988-04-14 00:00:00+00:00,84.08333333,24.60083333,13.99,1,4.47,19.27,0,0.11,1.64,3.83,0.57,24.36166667,86
1988-04-15 00:00:00+00:00,87.04166667,24.21791667,3.21,1,13.99,4.47,19.27,0,0.11,1.64,3.83,24.60083333,84.08333333
1988-04-16 00:00:00+00:00,84.45833333,24.11916667,0.54,1,3.21,13.99,4.47,19.27,0,0.11,1.64,24.21791667,87.04166667
1988-04-17 00:00:00+00:00,83.79166667,25.33958333,1.12,1,0.54,3.21,13.99,4.47,19.27,0,0.11,24.11916667,84.45833333
1988-04-18 00:00:00+00:00,88.08333333,24.88,3.51,1,1.12,0.54,3.21,13.99,4.47,19.27,0,25.33958333,83.79166667
1988-04-19 00:00:00+00:00,88,25.91375,0,0,3.51,1.12,0.54,3.21,13.99,4.47,19.27,24.88,88.08333333
1988-04-20 00:00:00+00:00,85.41666667,27.0475,0,0,0,3.51,1.12,0.54,3.21,13.99,4.47,25.91375,88
1988-04-21 00:00:00+00:00,80.625,27.70833333,0,0,0,0,3.51,1.12,0.54,3.21,13.99,27.0475,85.41666667
1988-04-22 00:00:00+00:00,76.375,26.95166667,8.61,1,0,0,0,3.51,1.12,0.54,3.21,27.70833333,80.625
1988-04-23 00:00:00+00:00,70.375,24.7375,3.22,1,8.61,0,0,0,3.51,1.12,0.54,26.95166667,76.375
1988-04-24 00:00:00+00:00,78.20833333,24.95125,2,1,3.22,8.61,0,0,0,3.51,1.12,24.7375,70.375
1988-04-25 00:00:00+00:00,88.54166667,25.46875,0.95,1,2,3.22,8.61,0,0,0,3.51,24.95125,78.20833333
1988-04-26 00:00:00+00:00,81,26.76083333,0.13,1,0.95,2,3.22,8.61,0,0,0,25.46875,88.54166667
1988-04-27 00:00:00+00:00,80.91666667,27.41375,0,0,0.13,0.95,2,3.22,8.61,0,0,26.76083333,81
1988-04-28 00:00:00+00:00,81.75,27.36708333,0,0,0,0.13,0.95,2,3.22,8.61,0,27.41375,80.91666667
1988-04-29 00:00:00+00:00,87.125,26.60125,0,0,0,0,0.13,0.95,2,3.22,8.61,27.36708333,81.75
1988-04-30 00:00:00+00:00,83.29166667,26.99791667,0,0,0,0,0,0.13,0.95,2,3.22,26.60125,87.125
1988-05-01 00:00:00+00:00,80.95833333,27.55791667,0,0,0,0,0,0,0.13,0.95,2,26.99791667,83.29166667
1988-05-02 00:00:00+00:00,84.875,27.64166667,0,0,0,0,0,0,0,0.13,0.95,27.55791667,80.95833333
1988-05-03 00:00:00+00:00,86.33333333,27.8,0.68,1,0,0,0,0,0,0,0.13,27.64166667,84.875
1988-05-04 00:00:00+00:00,78.83333333,28.29916667,0.11,1,0.68,0,0,0,0,0,0,27.8,86.33333333
1988-05-05 00:00:00+00:00,73.58333333,29.21083333,0,0,0.11,0.68,0,0,0,0,0,28.29916667,78.83333333
1988-05-06 00:00:00+00:00,80.91666667,28.13,0.11,1,0,0.11,0.68,0,0,0,0,29.21083333,73.58333333
1988-05-07 00:00:00+00:00,81.08333333,28.27791667,0,0,0.11,0,0.11,0.68,0,0,0,28.13,80.91666667
1988-05-08 00:00:00+00:00,82.29166667,28.53208333,0.11,1,0,0.11,0,0.11,0.68,0,0,28.27791667,81.08333333
1988-05-09 00:00:00+00:00,81.20833333,28.54291667,0,0,0.11,0,0.11,0,0.11,0.68,0,28.53208333,82.29166667
1988-05-10 00:00:00+00:00,80.91666667,28.66958333,0,0,0,0.11,0,0.11,0,0.11,0.68,28.54291667,81.20833333
1988-05-11 00:00:00+00:00,77.33333333,28.85,2.57,1,0,0,0.11,0,0.11,0,0.11,28.66958333,80.91666667
1988-05-12 00:00:00+00:00,84.375,28.19125,2.85,1,2.57,0,0,0.11,0,0.11,0,28.85,77.33333333
1988-05-13 00:00:00+00:00,86.79166667,27.615,17.02,1,2.85,2.57,0,0,0.11,0,0.11,28.19125,84.375
1988-05-14 00:00:00+00:00,79.95833333,28.37375,0.75,1,17.02,2.85,2.57,0,0,0.11,0,27.615,86.79166667
1988-05-15 00:00:00+00:00,84.5,27.87916667,0,0,0.75,17.02,2.85,2.57,0,0,0.11,28.37375,79.95833333
1988-05-16 00:00:00+00:00,78.08333333,28.51083333,0,0,0,0.75,17.02,2.85,2.57,0,0,27.87916667,84.5
1988-05-17 00:00:00+00:00,75.875,28.81291667,0.25,1,0,0,0.75,17.02,2.85,2.57,0,28.51083333,78.08333333
1988-05-18 00:00:00+00:00,82.16666667,28.75291667,1.05,1,0.25,0,0,0.75,17.02,2.85,2.57,28.81291667,75.875
1988-05-19 00:00:00+00:00,79.58333333,29.82166667,0.13,1,1.05,0.25,0,0,0.75,17.02,2.85,28.75291667,82.16666667
1988-05-20 00:00:00+00:00,78.75,29.725,0.48,1,0.13,1.05,0.25,0,0,0.75,17.02,29.82166667,79.58333333
1988-05-21 00:00:00+00:00,72.33333333,30.58916667,0,0,0.48,0.13,1.05,0.25,0,0,0.75,29.725,78.75
1988-05-22 00:00:00+00:00,66.70833333,31.70625,0,0,0,0.48,0.13,1.05,0.25,0,0,30.58916667,72.33333333
1988-05-23 00:00:00+00:00,71.08333333,31.49083333,0,0,0,0,0.48,0.13,1.05,0.25,0,31.70625,66.70833333
1988-05-24 00:00:00+00:00,77.79166667,30.45708333,0,0,0,0,0,0.48,0.13,1.05,0.25,31.49083333,71.08333333
1988-05-25 00:00:00+00:00,75.25,29.67166667,0.91,1,0,0,0,0,0.48,0.13,1.05,30.45708333,77.79166667
1988-05-26 00:00:00+00:00,75.79166667,29.29041667,8.8,1,0.91,0,0,0,0,0.48,0.13,29.67166667,75.25
1988-05-27 00:00:00+00:00,82.625,28.45375,7.88,1,8.8,0.91,0,0,0,0,0.48,29.29041667,75.79166667
1988-05-28 00:00:00+00:00,82.375,28.65708333,14.04,1,7.88,8.8,0.91,0,0,0,0,28.45375,82.625
1988-05-29 00:00:00+00:00,80.125,29.12625,0,0,14.04,7.88,8.8,0.91,0,0,0,28.65708333,82.375
1988-05-30 00:00:00+00:00,77.79166667,29.19666667,5.46,1,0,14.04,7.88,8.8,0.91,0,0,29.12625,80.125
1988-05-31 00:00:00+00:00,86.29166667,28.17916667,9.06,1,5.46,0,14.04,7.88,8.8,0.91,0,29.19666667,77.79166667
1988-06-01 00:00:00+00:00,86.70833333,27.10333333,14.68,1,9.06,5.46,0,14.04,7.88,8.8,0.91,28.17916667,86.29166667
1988-06-02 00:00:00+00:00,76.95833333,27.935,0,0,14.68,9.06,5.46,0,14.04,7.88,8.8,27.10333333,86.70833333
1988-06-03 00:00:00+00:00,75.16666667,28.43291667,0,0,0,14.68,9.06,5.46,0,14.04,7.88,27.935,76.95833333
1988-06-04 00:00:00+00:00,76.33333333,27.99708333,4.23,1,0,0,14.68,9.06,5.46,0,14.04,28.43291667,75.16666667
1988-06-05 00:00:00+00:00,80.875,27.02833333,1,1,4.23,0,0,14.68,9.06,5.46,0,27.99708333,76.33333333
1988-06-06 00:00:00+00:00,74.79166667,27.73875,1.32,1,1,4.23,0,0,14.68,9.06,5.46,27.02833333,80.875
1988-06-07 00:00:00+00:00,81.95833333,27.62958333,0,0,1.32,1,4.23,0,0,14.68,9.06,27.73875,74.79166667
1988-06-08 00:00:00+00:00,79.70833333,28.95958333,0,0,0,1.32,1,4.23,0,0,14.68,27.62958333,81.95833333
1988-06-09 00:00:00+00:00,81.625,29.50791667,0,0,0,0,1.32,1,4.23,0,0,28.95958333,79.70833333
1988-06-10 00:00:00+00:00,76.70833333,30.39958333,0,0,0,0,0,1.32,1,4.23,0,29.50791667,81.625
1988-06-11 00:00:00+00:00,75.125,29.19833333,3.47,1,0,0,0,0,1.32,1,4.23,30.39958333,76.70833333
1988-06-12 00:00:00+00:00,79.45833333,28.47625,7.4,1,3.47,0,0,0,0,1.32,1,29.19833333,75.125
1988-06-13 00:00:00+00:00,80.04166667,28.77625,0.8,1,7.4,3.47,0,0,0,0,1.32,28.47625,79.45833333
1988-06-14 00:00:00+00:00,80.33333333,28.9575,0.43,1,0.8,7.4,3.47,0,0,0,0,28.77625,80.04166667
1988-06-15 00:00:00+00:00,79.375,28.95166667,1.11,1,0.43,0.8,7.4,3.47,0,0,0,28.9575,80.33333333
1988-06-16 00:00:00+00:00,84.25,28.18375,8.97,1,1.11,0.43,0.8,7.4,3.47,0,0,28.95166667,79.375
1988-06-17 00:00:00+00:00,84.08333333,27.87666667,3.39,1,8.97,1.11,0.43,0.8,7.4,3.47,0,28.18375,84.25
1988-06-18 00:00:00+00:00,84.66666667,28.03041667,2.22,1,3.39,8.97,1.11,0.43,0.8,7.4,3.47,27.87666667,84.08333333
1988-06-19 00:00:00+00:00,81.125,29.3125,0.74,1,2.22,3.39,8.97,1.11,0.43,0.8,7.4,28.03041667,84.66666667
1988-06-20 00:00:00+00:00,81,29.12208333,0.17,1,0.74,2.22,3.39,8.97,1.11,0.43,0.8,29.3125,81.125
1988-06-21 00:00:00+00:00,79.33333333,29.46125,0.3,1,0.17,0.74,2.22,3.39,8.97,1.11,0.43,29.12208333,81
1988-06-22 00:00:00+00:00,71.16666667,30.12166667,0,0,0.3,0.17,0.74,2.22,3.39,8.97,1.11,29.46125,79.33333333
1988-06-23 00:00:00+00:00,63.875,31.46458333,0,0,0,0.3,0.17,0.74,2.22,3.39,8.97,30.12166667,71.16666667
1988-06-24 00:00:00+00:00,70.79166667,30.63875,0,0,0,0,0.3,0.17,0.74,2.22,3.39,31.46458333,63.875
1988-06-25 00:00:00+00:00,68,31.10333333,0,0,0,0,0,0.3,0.17,0.74,2.22,30.63875,70.79166667
1988-06-26 00:00:00+00:00,75.66666667,30.05,0.21,1,0,0,0,0,0.3,0.17,0.74,31.10333333,68
1988-06-27 00:00:00+00:00,74.29166667,30.41416667,0,0,0.21,0,0,0,0,0.3,0.17,30.05,75.66666667
1988-06-28 00:00:00+00:00,79,29.73041667,0,0,0,0.21,0,0,0,0,0.3,30.41416667,74.29166667
1988-06-29 00:00:00+00:00,82.54166667,28.71541667,2.12,1,0,0,0.21,0,0,0,0,29.73041667,79
1988-06-30 00:00:00+00:00,76.58333333,28.94416667,0,0,2.12,0,0,0.21,0,0,0,28.71541667,82.54166667
1988-07-01 00:00:00+00:00,77.20833333,29.44625,0.41,1,0,2.12,0,0,0.21,0,0,28.94416667,76.58333333
1988-07-02 00:00:00+00:00,80.08333333,29.17,0.42,1,0.41,0,2.12,0,0,0.21,0,29.44625,77.20833333
1988-07-03 00:00:00+00:00,80.33333333,28.61833333,0,0,0.42,0.41,0,2.12,0,0,0.21,29.17,80.08333333
1988-07-04 00:00:00+00:00,78.66666667,28.20375,1.03,1,0,0.42,0.41,0,2.12,0,0,28.61833333,80.33333333
1988-07-05 00:00:00+00:00,79.25,28.54166667,0.51,1,1.03,0,0.42,0.41,0,2.12,0,28.20375,78.66666667
1988-07-06 00:00:00+00:00,79.125,28.96791667,0,0,0.51,1.03,0,0.42,0.41,0,2.12,28.54166667,79.25
1988-07-07 00:00:00+00:00,79.66666667,29.39958333,2.06,1,0,0.51,1.03,0,0.42,0.41,0,28.96791667,79.125
1988-07-08 00:00:00+00:00,76.5,28.91375,0,0,2.06,0,0.51,1.03,0,0.42,0.41,29.39958333,79.66666667
1988-07-09 00:00:00+00:00,71.91666667,30.01666667,0,0,0,2.06,0,0.51,1.03,0,0.42,28.91375,76.5
1988-07-10 00:00:00+00:00,75.16666667,29.87625,0.49,1,0,0,2.06,0,0.51,1.03,0,30.01666667,71.91666667
1988-07-11 00:00:00+00:00,79.125,29.595,0,0,0.49,0,0,2.06,0,0.51,1.03,29.87625,75.16666667
1988-07-12 00:00:00+00:00,77.91666667,28.99791667,3.63,1,0,0.49,0,0,2.06,0,0.51,29.595,79.125
1988-07-13 00:00:00+00:00,79.29166667,28.78666667,0.3,1,3.63,0,0.49,0,0,2.06,0,28.99791667,77.91666667
1988-07-14 00:00:00+00:00,80.83333333,28.64333333,2.3,1,0.3,3.63,0,0.49,0,0,2.06,28.78666667,79.29166667
1988-07-15 00:00:00+00:00,76.25,28.28083333,0.42,1,2.3,0.3,3.63,0,0.49,0,0,28.64333333,80.83333333
1988-07-16 00:00:00+00:00,81.41666667,27.63916667,0.99,1,0.42,2.3,0.3,3.63,0,0.49,0,28.28083333,76.25
1988-07-17 00:00:00+00:00,78.04166667,28.57333333,1.04,1,0.99,0.42,2.3,0.3,3.63,0,0.49,27.63916667,81.41666667
1988-07-18 00:00:00+00:00,71.25,29.59125,0,0,1.04,0.99,0.42,2.3,0.3,3.63,0,28.57333333,78.04166667
1988-07-19 00:00:00+00:00,73.83333333,29.79125,2.35,1,0,1.04,0.99,0.42,2.3,0.3,3.63,29.59125,71.25
1988-07-20 00:00:00+00:00,64.66666667,30.49541667,0,0,2.35,0,1.04,0.99,0.42,2.3,0.3,29.79125,73.83333333
1988-07-21 00:00:00+00:00,73.25,30.21916667,0.57,1,0,2.35,0,1.04,0.99,0.42,2.3,30.49541667,64.66666667
1988-07-22 00:00:00+00:00,73.45833333,29.73708333,0,0,0.57,0,2.35,0,1.04,0.99,0.42,30.21916667,73.25
1988-07-23 00:00:00+00:00,71.875,29.7975,0,0,0,0.57,0,2.35,0,1.04,0.99,29.73708333,73.45833333
1988-07-24 00:00:00+00:00,77.16666667,29.11958333,0,0,0,0,0.57,0,2.35,0,1.04,29.7975,71.875
1988-07-25 00:00:00+00:00,77.25,29.36416667,0.49,1,0,0,0,0.57,0,2.35,0,29.11958333,77.16666667
1988-07-26 00:00:00+00:00,75.08333333,29.10416667,2.73,1,0.49,0,0,0,0.57,0,2.35,29.36416667,77.25
1988-07-27 00:00:00+00:00,73.79166667,29.72166667,0,0,2.73,0.49,0,0,0,0.57,0,29.10416667,75.08333333
1988-07-28 00:00:00+00:00,75.29166667,30.21,2.96,1,0,2.73,0.49,0,0,0,0.57,29.72166667,73.79166667
1988-07-29 00:00:00+00:00,73.83333333,30.02958333,0,0,2.96,0,2.73,0.49,0,0,0,30.21,75.29166667
1988-07-30 00:00:00+00:00,79.875,29.50208333,6.17,1,0,2.96,0,2.73,0.49,0,0,30.02958333,73.83333333
1988-07-31 00:00:00+00:00,81.20833333,29.35666667,8.41,1,6.17,0,2.96,0,2.73,0.49,0,29.50208333,79.875
1988-08-01 00:00:00+00:00,89.625,27.81333333,0.51,1,8.41,6.17,0,2.96,0,2.73,0.49,29.35666667,81.20833333
1988-08-02 00:00:00+00:00,83.08333333,27.77125,5.19,1,0.51,8.41,6.17,0,2.96,0,2.73,27.81333333,89.625
1988-08-03 00:00:00+00:00,77.75,28.93791667,2.28,1,5.19,0.51,8.41,6.17,0,2.96,0,27.77125,83.08333333
1988-08-04 00:00:00+00:00,78.66666667,29.57708333,0.74,1,2.28,5.19,0.51,8.41,6.17,0,2.96,28.93791667,77.75
1988-08-05 00:00:00+00:00,75.20833333,30.23416667,0,0,0.74,2.28,5.19,0.51,8.41,6.17,0,29.57708333,78.66666667
1988-08-06 00:00:00+00:00,77.16666667,29.96708333,2.43,1,0,0.74,2.28,5.19,0.51,8.41,6.17,30.23416667,75.20833333
1988-08-07 00:00:00+00:00,80.58333333,29.16708333,4.37,1,2.43,0,0.74,2.28,5.19,0.51,8.41,29.96708333,77.16666667
1988-08-08 00:00:00+00:00,76.375,29.85416667,4.99,1,4.37,2.43,0,0.74,2.28,5.19,0.51,29.16708333,80.58333333
1988-08-09 00:00:00+00:00,82.58333333,28.98416667,0,0,4.99,4.37,2.43,0,0.74,2.28,5.19,29.85416667,76.375
1988-08-10 00:00:00+00:00,77.875,29.69083333,0,0,0,4.99,4.37,2.43,0,0.74,2.28,28.98416667,82.58333333
1988-08-11 00:00:00+00:00,67.54166667,30.3275,0,0,0,0,4.99,4.37,2.43,0,0.74,29.69083333,77.875
1988-08-12 00:00:00+00:00,69.33333333,31.08541667,0.25,1,0,0,0,4.99,4.37,2.43,0,30.3275,67.54166667
1988-08-13 00:00:00+00:00,72.08333333,30.39625,0.38,1,0.25,0,0,0,4.99,4.37,2.43,31.08541667,69.33333333
1988-08-14 00:00:00+00:00,75.75,29.93041667,2.44,1,0.38,0.25,0,0,0,4.99,4.37,30.39625,72.08333333
1988-08-15 00:00:00+00:00,75.125,30.05916667,0.11,1,2.44,0.38,0.25,0,0,0,4.99,29.93041667,75.75
